textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
ed5a6ba312,My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I`m miss him    http://twitpic.com/66pn1,My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I`m miss,neutral,noon,60-70,Tanzania,59734218,885800,67
abae918052,is getting ready for bed. Happy Mother`s Day to all the mothers out there!,Happy,positive,night,70-100,Thailand,69799978,510890,137
7abffbad91, (blinks fast) its better now ... Lol thanks :-*,thanks,positive,morning,0-20,Timor-Leste,1318445,14870,89
36e6c80b35,My legs are killing me now.  but i know it`s a good pain all in all.,My legs are killing me now.  but i know it`s a good pain all in all.,neutral,noon,21-30,Togo,8278724,54390,152
8ac49207e1," (cont) a bastardized version of French? It`s fun, believe me!","s fun,",positive,night,31-45,Tonga,105695,720,147
c400a6bf99," alas, I am moving   (like where i`m moving too, but the actual moving, ugh) wish I could go too!",h) wish I could go too,positive,morning,46-60,Trinidad and Tobago,1399488,5130,273
45a9136ace,ready to go home,ready to go home,neutral,noon,60-70,Tunisia,11818619,155360,76
c6b72791c6,need to push diet to last level. Not too good last week lost 1 lb. . Better than a gain,need to push diet to last level. Not too good last week lost 1 lb. . Better than a gain,neutral,night,70-100,Turkey,84339067,7.70E+05,110
d8b30029da,today Jon Doe plays at the Moho. ia m excited  itï¿½s gonna be funny.. but before i have to carry all the equipment and do the backline,excited,positive,morning,0-20,Turkmenistan,6031200,469930,13
5.48E+72,My back is killing me...  It won`t keep me from dropping it low...hope I got someone to pick it back up tho... LOL,My back is killing me...  It won`t keep me from dropping it low...hope I got someone to pick it back up tho... LOL,neutral,noon,21-30,Tuvalu,11792,30,393
ae1b6151f2,facebook is being a ****,****,negative,night,31-45,Uganda,45741007,199810,229
e0ef3a78fc,mad the rain got me...now i cant go see jaiden   *|)|/-\|\|/-\*,mad the rain got me..,negative,morning,46-60,Ukraine,43733762,579320,75
9e36c68f31,I am at my grandparents place,I am at my grandparents place,neutral,noon,60-70,United Arab Emirates,9890402,83600,118
01f7a3b229,hi from chile!!! It`s 9 deg C  winter`s coming....cant wait for cali sun.,hi from chile!!! It`s 9 deg C  winter`s coming....cant wait for cali sun.,neutral,night,70-100,United Kingdom,67886011,241930,281
8c015be59f,i dont feel very good,i dont feel very good,negative,morning,0-20,United States of America,331002651,9147420,36
72bafdda6a, I was born there,I was born there,neutral,noon,21-30,Uruguay,3473730,175020,20
6c2ac7dbcb, congradts on ur show  Even tho i wasnt there lol,congradts on ur show  Even tho i wasnt there lol,positive,night,31-45,Uzbekistan,33469203,425400,79
ea953646cb,damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,positive,morning,46-60,Vanuatu,307145,1.22E+04,25
84200d46e6,"Visiting the grandparents in Manhattan, and dropping off my sister for the week! I wish I had an excuse to be so tired today..",excuse,negative,noon,60-70,Venezuela,28435940,882050,32
0c95eb579e,"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today","so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today",neutral,night,70-100,Vietnam,97338579,310070,314
ba047dae2b, good luck.. Finally your long time will of panvel tweetup finally coming true..,good,positive,morning,0-20,Yemen,29825964,527970,56
6be832d308,"Heading off to Hollywood Studios today  Manta and Kraken were both awesome yesterday, feeling like doing a few more rides!!",awesome,positive,noon,21-30,Zambia,18383955,743390,25
0bb43bf3bc,This weekend is going to be packed full of work for school  No life this summer I`m afraid.,I`m afraid.,negative,night,31-45,Zimbabwe,14862924,386850,38
9b81e91703,Please read my blog http://amandallynn.blogspot.com/ I`m not having the best day,I`m not having the best day,negative,morning,46-60,Afghanistan,38928346,652860,60
66f9e8ee5e,_Aid16 Goodnight!,_Aid16 Goodnight!,neutral,noon,60-70,Albania,2877797,27400,105
6c7f3f8a21, Welcome,Welcome,positive,night,70-100,Algeria,43851044,2381740,18
6ec800a85c," Ha! Thanks Bryan! And don`t remind me about the state budget issues.  Actually, Steve only has 6 staffers in 3 offices.",Thanks,positive,morning,0-20,Andorra,77265,470,164
56c68e6b45," Thanks, none close to me.","Thanks,",positive,noon,21-30,Angola,32866272,1246700,26
ec1c6989b0,"watered the tomato plants, pepper plants and lettuce, feeling all homely! off out with Freddie for a fun-packed day",feeling all homely! off out with Freddie for a fun-packed day,positive,night,31-45,Antigua and Barbuda,97929,440,223
1b65a5216d, haha i will remember that  ****,haha i will remember that  ****,neutral,morning,46-60,Argentina,45195774,2736690,17
61fee88949," will do  hee after exams, i`ll give u plenty of shows. HAHA hopeless me","will do  hee after exams, i`ll give u plenty of shows. HAHA hopeless me",neutral,noon,60-70,Armenia,2963243,28470,104
7411938f57, I sorry,I sorry,positive,night,70-100,Australia,25499884,7682300,3
2f36645604," Awww, it does remind me of getting ready for the ball.","Awww, it does remind me of getting ready for the ball.",neutral,morning,0-20,Austria,9006398,8.24E+04,109
b38290dfd8," You did know, you just couldn`t remember!!",just couldn`t remember!!,negative,noon,21-30,Azerbaijan,10139177,82658,123
2c7965a544,_bishop  sez need to get u to look at my flights again  will email ur work tonite,_bishop  sez need to get u to look at my flights again  will email ur work tonite,neutral,night,31-45,Bahamas,393244,10010,39
1a46538172," if so, the TMobile G1 is the Hummer H1. I wish I had the battery life of an iPhone!",I wish I had the battery life of an iPhone!,positive,morning,46-60,Bahrain,1701575,760,2239
a732d0a8eb,nite nite twitts i wish u all a happy sunday i already have my major gift my my 2kids-my bro-n @_agressiva23 n 1 other gift on d way  tyg,happy,positive,noon,60-70,Bangladesh,164689383,130170,1265
b2e551b292,Omg. Its 1:47 am and Kim Possible is on Disney Channel right now. I am glued to the screen,Omg.,positive,night,70-100,Barbados,287375,430,668
40ecb95c7e, at first i thought bar life meant you were partying nonstop to catch up for the last 2 years...lol shoulda known better,better,positive,morning,0-20,Belarus,9449323,202910,47
8a2a4790e0,Work in that heat is horrible !,Work in that heat is horrible !,negative,noon,21-30,Belgium,11589623,30280,383
5a7c51d790, someone came in when I was sleeping off my national passtime and turned me human,d turned me human,positive,night,31-45,Belize,397628,22810,17
e5909bf38b, I see you didn`t shave your head. But I *LOVE* the cut.  I`m glad you didn`t shave it. Your hair`s too pretty!,m glad,positive,morning,46-60,Benin,12123200,112760,108
fddcbe9285,"_starr Yep, the Hawkesbury Classic starts at Windsor, home of said DJ","_starr Yep, the Hawkesbury Classic starts at Windsor, home of said DJ",neutral,noon,60-70,Bhutan,771608,3.81E+04,20
7c7a445b8d," I am twittering, LIKE A BOSS. Thanks Savvv",Thanks Savvv,positive,night,70-100,Bolivia,11673021,1083300,11
fe6301dd3a, my sleep pattern is screwed i need to try and stay up 2 midnight so i can get some decent sleep coz i havent slept,my sleep pattern is screwed,positive,morning,0-20,Bosnia and Herzegovina,3280819,51000,64
fd98097a71, Since the demise of Woolworths it isn`t easy to find reasonably priced pick n mix anywhere,isn`t easy to find,negative,noon,21-30,Botswana,2351627,566730,4
a7b4ba7093,may the fourth be with you! happy star wars day,may the fourth be with you! happy star wars day,positive,night,31-45,Brazil,212559417,8358140,25
6d2170e60f," I`ve been unlocked for decades now...just not lucky, never have been.  Gottta make my own luck and that involves $$$$$",".just not lucky, never have been.",negative,morning,46-60,Brunei,437479,5270,83
33acc93d94,Taking care of yucky stuff.,Taking care of yucky stuff.,negative,noon,60-70,Bulgaria,6948445,108560,64
5eb0846f97,homework on a friday night...lame,lame,negative,night,70-100,Burkina Faso,20903273,273600,76
36cf9fdd08,Always thinking about to look for a good place to appericiate everyone who supports me on every site I joined,good,positive,morning,0-20,Burundi,11890784,25680,463
1af165ffbe,industrial tommorow! oh yeah & I get to go see a bunch of old people go away forever & I will probably cry all over the place.,cry,negative,noon,21-30,C�te d'Ivoire,26378274,318000,83
c9aadfab6b,"can`t believe I just drove all the way back to school...whatever HAPPY MOTHER`S DAY: Mommy, Precious, Candis and Granny",HAPPY,positive,night,31-45,Cabo Verde,555987,4.03E+03,138
de1f8970e0,at the redi med. getting checked for strep throat.,at the redi med. getting checked for strep throat.,neutral,morning,46-60,Cambodia,16718965,176520,95
07d9362105,I`m either always on the train or at work,I`m either always on the train or at work,neutral,noon,60-70,Cameroon,26545863,472710,56
093021fd94,i hope it doesnt rain tonight tomorrow my fam. comes to visit swimming pool and carne asada  if it rains the pool is going to be dirty,i hope,positive,night,70-100,Canada,37742154,9093510,4
181de1d263,"Laughing for no reason...maybe its because its 2:27 and I`m tired, haha. Maybe i should go to bed  Night!","I`m tired,",negative,morning,0-20,Central African Republic,4829767,622980,8
6e047da71b, That`s me on a good day,That`s me on a good day,positive,noon,21-30,Chad,16425864,1259200,13
d86b813a34,_Greta That is so not good.  Your box is worth way more than that!,not good.,negative,night,31-45,Chile,19116201,743532,26
b7797a8477, I created my account just to get a chance to chat with you (: I ADMIRE YOU! you`re amazing! you inspire me to write  <3,: I ADMIRE YOU! you`re amazing! you inspire me to write  <3,positive,morning,46-60,China,1439323776,9388211,153
e387419315,Think I`ll go enjoy the sun`s rays again...I LOVE being off work,I LOVE being off work,positive,noon,60-70,Colombia,50882891,1109500,46
4287a0fce7," hahaha, I was busy, now I see what I replied to you! Yes that is true","hahaha, I was busy, now I see what I replied to you!",positive,night,70-100,Comoros,869601,1861,467
c3d345d7b6, thank you cici  right back at ya!,thank you,positive,morning,0-20,Congo (Congo-Brazzaville),5518087,3.42E+05,16
9810abc707, very bad.,very bad.,negative,noon,21-30,Costa Rica,5094118,51060,100
0eeaff566e, he`s not logging in yet.  and i doubt if he will check his his replies here in twitter. but we must keep on trying!,he`s not logging in yet.  and i doubt if he will check his his replies here in twitter. but we must keep on trying!,neutral,night,31-45,Croatia,4105267,55960,73
79f0f587fd,Very content with my life at the moment,Very content with my life at the moment,neutral,morning,46-60,Cuba,11326616,106440,106
19aca1cc70," thanks, i feel a lot better now.. but it hurt like hell!!!  good luck with the lousy student writing.","thanks, i feel a lot better now.. but it hurt like hell!!!  good luck with the lousy student writing.",neutral,noon,60-70,Cyprus,1207359,9240,131
09ed11dfa4, Thank you  x,Thank you,positive,night,70-100,Czechia (Czech Republic),10708981,77240,139
bfe82383f6, I think we have it pretty much figured out.  added a box in the Helsinki group where you can see the tweets,pretty much figured out.,positive,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40
8ddbe8e99b,I must have just missed   & I guess I scared  & _TX off...  Sorry,I scared,negative,noon,21-30,Denmark,5792202,42430,137
40dca4d03d," esther rhymes with: investor, tester, jester, pester, polyester, semester, sylvester, requester... just to name a few","esther rhymes with: investor, tester, jester, pester, polyester, semester, sylvester, requester... just to name a few",neutral,night,31-45,Djibouti,988000,23180,43
ced528f7dc, http://twitpic.com/4vdc3 - Lexus has the Twitpic! Happy mother`s day to you Lexus.  I hopw it`s a nice one for you.,Happy mother`s day to you Lexus.  I hopw it`s a nice one for you.,positive,morning,46-60,Dominica,71986,750,96
082b93228a,Last night in Australia,Last night in Australia,neutral,noon,60-70,Dominican Republic,10847910,4.83E+04,225
59aa18c798,i was an extra. got ready for work for nothing. studying all night,i was an extra. got ready for work for nothing. studying all night,neutral,night,70-100,Ecuador,17643054,248360,71
15b87a49f3,_uts bass love,love,positive,morning,0-20,Egypt,102334404,995450,103
3d6165b5f7,omg J.O.N.A.S. is my new fave show <3 one guess as to why hahahha,fave,positive,noon,21-30,El Salvador,6486205,20720,313
ee0d5790a6,it`s Mothers Day today,it`s Mothers Day today,neutral,night,31-45,Equatorial Guinea,1402985,28050,50
0ba81cca59, Yeah it is. Thanks,Thanks,positive,morning,46-60,Eritrea,3546421,101000,35
78957c7648,_i_am_jes YAY! congrats! i`m afraid to check my grades!,_i_am_jes YAY! congrats! i`m afraid to check my grades!,neutral,noon,60-70,Estonia,1326535,42390,31
2573cc2604,I feel really bad for female racoons with abusive racoon husbands... when you always have black eyes- no one can help,bad,negative,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
107ea66e13,Same Difference Today  going to go and have a shower then get ready!,Same Difference Today  going to go and have a shower then get ready!,neutral,morning,0-20,Ethiopia,114963588,1000000,115
